root_seed,case_id,base_case_id,variant,search_seed,selected_origin,nearest_dataset_row,nearest_normalized_distance,exact_database_match,stress_status,empty_mass_kg,ld,payload_volume_m3,fuel_volume_m3,max_hotspot_stress_mpa
20260820,high_speed_dash__baseline,high_speed_dash,baseline,20975503,gaussian_process,6219,0.7109415007797881,False,PASS,191.641409906963,5.989821764127677,0.33177188448959694,0.17499407903411424,81.86231425944673
20260820,high_speed_dash__payload_minus,high_speed_dash,payload_minus,20975503,gaussian_process,6219,0.7110266180377288,False,PASS,191.641409906963,5.990476339068464,0.33177188448959694,0.17499407903411424,81.86231425944673
20260820,high_speed_dash__payload_plus,high_speed_dash,payload_plus,20975503,gaussian_process,9822,0.6636080232937628,False,PASS,108.10259420561977,6.931109738696929,0.3590881633979439,0.2086818468968849,100.7279203028846
20260820,high_speed_dash__fuel_minus,high_speed_dash,fuel_minus,20975503,differential_evolution,11610,0.6314440622634037,False,PASS,113.15331169625485,5.99568923771068,0.41494593084874887,0.20357121046814486,105.26201952569153
20260820,high_speed_dash__fuel_plus,high_speed_dash,fuel_plus,20975503,gaussian_process,6219,0.7110437805351023,False,PASS,191.641409906963,5.99009246450878,0.33177188448959694,0.17499407903411424,81.86231425944673
20260820,max_endurance__baseline,max_endurance,baseline,20510296,database_seed,816,5.216328316985215e-09,True,PASS,51.544129581954245,7.422852728722846,0.7246590532641554,0.3622437539610231,109.12029394535737
20260820,max_endurance__payload_minus,max_endurance,payload_minus,20510296,database_seed,1783,3.930187463650868e-09,True,PASS,55.194048840209966,7.47881154307171,0.6453367754647333,0.38065642035153274,125.21638474450769
20260820,max_endurance__payload_plus,max_endurance,payload_plus,20510296,database_seed,2411,4.055363749457376e-09,True,PASS,47.04785484840178,7.439508200099085,0.7171128879919368,0.31301187562091315,58.84649572752716
20260820,max_endurance__fuel_minus,max_endurance,fuel_minus,20510296,database_seed,816,5.216328316985215e-09,True,PASS,51.544129581954245,7.422852728722846,0.7246590532641554,0.3622437539610231,109.12029394535737
20260820,max_endurance__fuel_plus,max_endurance,fuel_plus,20510296,database_seed,1060,2.8681800291496726e-09,True,PASS,50.9132823764922,7.34825793499161,0.6629124348700746,0.326990764605692,99.39266963724835
20260820,max_capacity__baseline,max_capacity,baseline,20410468,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260820,max_capacity__payload_minus,max_capacity,payload_minus,20410468,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260820,max_capacity__payload_plus,max_capacity,payload_plus,20410468,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260820,max_capacity__fuel_minus,max_capacity,fuel_minus,20410468,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260820,max_capacity__fuel_plus,max_capacity,fuel_plus,20410468,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260821,high_speed_dash__baseline,high_speed_dash,baseline,20975504,differential_evolution,5513,0.6699123775339283,False,PASS,117.21850554153572,6.48460262616878,0.4218242804085323,0.28003432848450643,115.39376233373575
20260821,high_speed_dash__payload_minus,high_speed_dash,payload_minus,20975504,differential_evolution,5513,0.6699123775339283,False,PASS,117.21850554153572,6.48460262616878,0.4218242804085323,0.28003432848450643,115.39376233373575
20260821,high_speed_dash__payload_plus,high_speed_dash,payload_plus,20975504,gaussian_process,4554,0.6726927971183607,False,PASS,122.76792531214713,6.682651357280877,0.3597693472291126,0.2092461421290476,96.82642026941924
20260821,high_speed_dash__fuel_minus,high_speed_dash,fuel_minus,20975504,gaussian_process,4554,0.6726927971183607,False,PASS,122.76792531214713,6.682651357280877,0.3597693472291126,0.2092461421290476,96.82642026941924
20260821,high_speed_dash__fuel_plus,high_speed_dash,fuel_plus,20975504,differential_evolution,5513,0.6699123775339283,False,PASS,117.21850554153572,6.48460262616878,0.4218242804085323,0.28003432848450643,115.39376233373575
20260821,max_endurance__baseline,max_endurance,baseline,20510297,database_seed,816,5.216328316985215e-09,True,PASS,51.544129581954245,7.422852728722846,0.7246590532641554,0.3622437539610231,109.12029394535737
20260821,max_endurance__payload_minus,max_endurance,payload_minus,20510297,database_seed,1783,3.930187463650868e-09,True,PASS,55.194048840209966,7.47881154307171,0.6453367754647333,0.38065642035153274,125.21638474450769
20260821,max_endurance__payload_plus,max_endurance,payload_plus,20510297,database_seed,2411,4.055363749457376e-09,True,PASS,47.04785484840178,7.439508200099085,0.7171128879919368,0.31301187562091315,58.84649572752716
20260821,max_endurance__fuel_minus,max_endurance,fuel_minus,20510297,database_seed,816,5.216328316985215e-09,True,PASS,51.544129581954245,7.422852728722846,0.7246590532641554,0.3622437539610231,109.12029394535737
20260821,max_endurance__fuel_plus,max_endurance,fuel_plus,20510297,database_seed,1060,2.8681800291496726e-09,True,PASS,50.9132823764922,7.34825793499161,0.6629124348700746,0.326990764605692,99.39266963724835
20260821,max_capacity__baseline,max_capacity,baseline,20410469,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260821,max_capacity__payload_minus,max_capacity,payload_minus,20410469,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260821,max_capacity__payload_plus,max_capacity,payload_plus,20410469,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260821,max_capacity__fuel_minus,max_capacity,fuel_minus,20410469,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
20260821,max_capacity__fuel_plus,max_capacity,fuel_plus,20410469,database_seed,2462,7.42133350968148e-09,True,FAIL,59.65521371712636,15.132497299465241,0.8017392960064633,0.43551734611212056,748.8668119315321
