case,mission,name,ld_target,payload_volume_min_m3,fuel_volume_min_m3,altitude_kft,kcas_kt,aoa_deg,C2/C1,C3/C1,C4/C1,B1/C1,B2/C1,B3/C1,X3/C1,S1,S3,C1,Skin Thickness,Front Spar Chord %,Rear Spar Chord %,Spar Thickness,# of Ribs,Rib Thickness,Wingbox Cutout,# of Fuselage Ribs,# of Fuselage Spars,Fuselage Struct Thickness,Fuselage Struct Width,ld,empty_mass_kg_pred,empty_mass_kg_std,payload_volume_m3_pred,payload_volume_m3_std,fuel_volume_m3_pred,fuel_volume_m3_std,max_hotspot_stress_mpa_pred,max_hotspot_stress_mpa_std,stress_upper_confidence_mpa,in_bounds,discrete_valid,conservative_stress_feasible,surrogate_predicted_loss,acquisition_value,initial_incumbent_loss
1,High Speed Dash,High Speed Dash,6.0,0.75,0.45,15.0,120.0,1.0,0.6038506070151926,0.22675472723320128,0.07224822610616684,0.12419968023896218,0.054927451815456156,0.5434428192675114,0.5589639494661242,48.56285473331809,37.85941755399108,2765.045782085508,0.0004412868051789701,0.25799832106567916,0.7193550745025277,0.0030684432421810926,5.0,0.010700913129374384,0.020306740663945673,11.0,9.0,0.02222526424843818,0.003373592663556337,7.366645585280927,98.51112480328665,77.52757434811672,0.5174574122510176,0.1567433535260181,0.17460452541174856,0.09063043313584528,154.12317858246348,94.86577205058454,343.85472268363253,True,True,False,0.9724983438652447,1.5796269277280803,1.0188417567857337
2,Max Endurance,Max Endurance,10.0,0.8,0.45,15.0,45.0,8.0,0.5719269673340023,0.23066161649301647,0.06692680609412491,0.11666054297238589,0.13819365440867842,0.40083649279549716,0.6138646142091602,58.85855749249458,25.73135143145919,2921.8772631138563,0.0021588420186191798,0.18758795849978924,0.7068941909819841,0.0037194989323057234,5.0,0.010280478060711175,0.01337577898055315,11.0,5.0,0.005283743175677955,0.0064643274005502455,7.632176695087508,107.39708377506659,49.80724585984672,0.4683210217152505,0.1795499368917715,0.18232669474532218,0.0680183834247667,150.4600423619014,40.53852882866371,231.53710001922883,True,True,True,1.1084187943164934,1.7675737383885124,1.1084187943164934
3,Max Capacity,Max Capacity,15.0,1.0,0.65,5.0,220.0,4.5,0.6897755701094865,0.20161938762292267,0.07215869380161166,0.1918955362401903,0.11371898497454823,0.5900239279959351,0.6256911838427186,57.60497724637389,29.877237789332867,2946.3934539817274,0.001312134578730911,0.27361665925011036,0.5737359620630742,0.003077625445947051,9.0,0.013960374402813613,0.04245319973677397,9.0,11.0,0.01567173473536968,0.014901381736621259,12.23188704211356,122.78810326365131,41.5600553596008,0.5113705202804641,0.20096002320304546,0.1779675880009994,0.0701677471237478,222.07025109659318,312.9669263325449,848.004103761683,True,True,False,1.2621796369784755,1.6300977165904003,1.1558860554404866
